Time,Iter,Assembly_ID,Obj_name,Density,Mass,MaxTemperature,Max_stress,Yield_stress,Parent_id
52.5,210,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,141.284193,269.715482,936.047974,0,0,1
52.75,211,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,141.142007,269.444045,941.132019,0,0,1
53.0,212,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,140.987907,269.149862,944.122009,0,0,1
53.25,213,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,140.867249,268.919523,939.435974,0,0,1
53.5,214,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,140.810941,268.812031,930.541992,0,0,1
53.75,215,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,140.804042,268.79886,917.302002,0,0,1
54.0,216,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,140.804034,268.798845,908.541016,0,0,1
54.25,217,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,140.804034,268.798845,901.291016,0,0,1
54.5,218,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,140.804034,268.798845,894.914001,0,0,1
54.75,219,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,140.804034,268.798845,893.341003,0,0,1
55.0,220,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,140.804034,268.798845,896.072021,0,0,1
55.25,221,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,140.804034,268.798845,901.48999,0,0,1
55.5,222,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,140.803238,268.797325,909.242004,0,0,1
55.75,223,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,140.79918,268.789578,917.734985,0,0,1
56.0,224,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,140.783053,268.758791,924.781982,0,0,1
56.25,225,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,140.753244,268.701885,930.890991,0,0,1
56.5,226,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,140.706467,268.612586,933.541016,0,0,1
56.75,227,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,140.61647,268.440779,939.198975,0,0,1
57.0,228,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,140.473697,268.168221,941.023987,0,0,1
57.25,229,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,140.324535,267.883468,939.322998,0,0,1
57.5,230,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,140.202811,267.651094,932.43103,0,0,1
57.75,231,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,140.130008,267.512111,924.205017,0,0,1
58.0,232,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,140.10846,267.470973,914.874023,0,0,1
58.25,233,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,140.104792,267.463972,908.780029,0,0,1
58.5,234,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,140.104792,267.463972,905.786987,0,0,1
58.75,235,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,140.104792,267.463972,905.513,0,0,1
59.0,236,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,140.103975,267.462412,908.463989,0,0,1
59.25,237,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,140.101591,267.457861,913.620972,0,0,1
59.5,238,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,140.093992,267.443355,918.002014,0,0,1
59.75,239,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,140.079424,267.415544,919.732971,0,0,1
60.0,240,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,140.051123,267.361516,922.963989,0,0,1
60.25,241,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,140.008358,267.279877,926.77002,0,0,1
60.5,242,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,139.938664,267.146829,930.484985,0,0,1
60.75,243,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,139.827171,266.933986,933.18103,0,0,1
61.0,244,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,139.679627,266.65232,935.784973,0,0,1
61.25,245,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,139.515691,266.339363,937.961975,0,0,1
61.5,246,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,139.350232,266.023496,939.072998,0,0,1
61.75,247,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,139.188507,265.714757,939.192993,0,0,1
62.0,248,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,139.045706,265.442148,937.872986,0,0,1
62.25,249,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,138.928602,265.218593,935.968994,0,0,1
62.5,250,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,138.830976,265.032221,934.356995,0,0,1
62.75,251,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,138.743954,264.866093,934.026001,0,0,1
63.0,252,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,138.657991,264.701988,933.844971,0,0,1
63.25,253,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,138.566783,264.52787,935.786987,0,0,1
63.5,254,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,138.457536,264.319315,938.30603,0,0,1
63.75,255,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,138.327315,264.070718,941.344971,0,0,1
64.0,256,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,138.167868,263.766329,944.380981,0,0,1
64.25,257,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,137.974986,263.398112,946.427979,0,0,1
64.5,258,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,137.752233,262.97287,950.299011,0,0,1
64.75,259,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,137.509638,262.50975,954.351013,0,0,1
65.0,260,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,137.260356,262.033864,957.671997,0,0,1
65.25,261,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,137.022393,261.579587,959.841003,0,0,1
65.5,262,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,136.81422,261.182178,959.437012,0,0,1
65.75,263,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,136.639515,260.848661,958.528992,0,0,1
66.0,264,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,136.490209,260.563632,957.038025,0,0,1
66.25,265,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,136.355044,260.305598,956.354004,0,0,1
66.5,266,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,136.219048,260.045978,956.012024,0,0,1
66.75,267,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,136.067507,259.756682,957.039001,0,0,1
67.0,268,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,135.897259,259.431674,958.927002,0,0,1
67.25,269,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,135.695067,259.045684,961.273987,0,0,1
67.5,270,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,135.454742,258.586896,965.289978,0,0,1
67.75,271,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,135.182272,258.066743,969.171021,0,0,1
68.0,272,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,134.87931,257.48838,973.130981,0,0,1
68.25,273,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,134.569434,256.896818,975.065002,0,0,1
68.5,274,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,134.270308,256.325779,974.969971,0,0,1
68.75,275,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,134.004339,255.818036,972.992004,0,0,1
69.0,276,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,133.770193,255.371046,968.947998,0,0,1
69.25,277,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,133.561346,254.972349,963.721985,0,0,1
69.5,278,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,133.363821,254.59527,965.765015,0,0,1
69.75,279,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,133.167373,254.220245,968.448975,0,0,1
70.0,280,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,132.958017,253.820578,971.841003,0,0,1
70.25,281,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,132.726028,253.377705,975.828979,0,0,1
70.5,282,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,132.462549,252.874717,979.591003,0,0,1
70.75,283,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,132.16727,252.311021,983.455017,0,0,1
71.0,284,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,131.84335,251.692649,985.752991,0,0,1
71.25,285,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,131.506653,251.049883,985.778015,0,0,1
71.5,286,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,131.173122,250.413163,986.505005,0,0,1
71.75,287,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,130.857479,249.810592,985.132019,0,0,1
72.0,288,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,130.56893,249.259745,986.560974,0,0,1
72.25,289,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,130.311792,248.768861,985.857971,0,0,1
72.5,290,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,130.073309,248.313589,985.661011,0,0,1
72.75,291,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,129.840909,247.869933,986.129028,0,0,1
73.0,292,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,129.598694,247.407536,987.348999,0,0,1
73.25,293,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,129.34091,246.91542,990.315979,0,0,1
73.5,294,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,129.05246,246.364761,992.426025,0,0,1
73.75,295,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,128.736835,245.762225,994.68103,0,0,1
74.0,296,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,128.389062,245.098316,996.215027,0,0,1
74.25,297,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,128.020608,244.394926,995.848999,0,0,1
74.5,298,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,127.647082,243.681855,996.617004,0,0,1
74.75,299,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,127.288837,242.997955,999.278992,0,0,1
75.0,300,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,126.957409,242.36525,1001.039978,0,0,1
75.25,301,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,126.657741,241.793176,1000.440002,0,0,1
75.5,302,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,126.384948,241.272406,998.799011,0,0,1
75.75,303,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,126.121027,240.768573,998.68103,0,0,1
76.0,304,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,125.857471,240.265436,999.033997,0,0,1
76.25,305,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,125.578052,239.732019,1000.369995,0,0,1
76.5,306,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,125.270917,239.14569,1002.900024,0,0,1
76.75,307,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,124.932612,238.499855,1005.469971,0,0,1
77.0,308,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,124.563881,237.795938,1010.169983,0,0,1
77.25,309,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,124.17582,237.055118,1014.01001,0,0,1
77.5,310,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,123.782588,236.304428,1015.900024,0,0,1
77.75,311,1,/home/navraj/TITAN/Examples/Geometry/Ablation_Tests/sphere.stl,123.404245,235.582161,1015.27002,0,0,1
