time_s,component,altitude_m,max_temperature_K,total_mass_kg,mass_loss_rate_kg_s,velocity_m_s,max_recession_rate_mm_s
42.25,sphere.stl,68670.33548841049,954.0789794921875,280.5058528310785,1.4018050691459953,7725.481747687751,12.395216468588465
42.5,sphere.stl,68605.29030518798,955.8889770507812,280.14921260364486,1.4265609097350291,7721.884728990591,12.454110739608558
42.75,sphere.stl,68540.25831276865,957.2830200195312,279.7914501327503,1.43104988357794,7718.269593386062,12.551871147933783
43.0,sphere.stl,68475.22933327849,958.3140258789062,279.42684295983304,1.458428691669354,7714.650893023774,12.689567229165077
43.25,sphere.stl,68410.19389318519,959.3839721679688,279.0602346426015,1.4664332689262816,7711.020917732134,12.754211049384798
43.5,sphere.stl,68345.14431774808,960.7589721679688,278.6861820332462,1.4962104374213585,7707.350781705328,12.842435479758992
43.75,sphere.stl,68280.07463944882,962.7529907226562,278.2964272539661,1.5590191171203034,7703.598646184801,12.839233158287069
44.0,sphere.stl,68214.9810571252,965.4329833984375,277.8906546754078,1.6230903142331528,7699.727589642076,12.907964115253984
44.25,sphere.stl,68149.86401514888,968.4240112304688,277.4688799317652,1.6870989745706653,7695.7428120117565,12.85882322642634
44.5,sphere.stl,68084.73196027488,969.7150268554688,277.04487073012865,1.6960368065455445,7691.726023430656,12.888038096694101
44.75,sphere.stl,68019.603220229,970.4149780273438,276.6309504767008,1.655681013711806,7687.802274379028,12.968572427792763
45.0,sphere.stl,67954.49968549267,971.0549926757812,276.2371529813463,1.575189981417968,7684.030792421396,13.053773225432561
45.25,sphere.stl,67889.43746454375,970.6179809570312,275.86115212793766,1.5040034136344729,7680.3604041666795,13.277608205606882
45.5,sphere.stl,67824.42565955885,970.489990234375,275.48951966407617,1.486529855445767,7676.6811340782315,13.278889824581494
45.75,sphere.stl,67759.47447748222,971.718017578125,275.0874436113412,1.608304210940148,7672.855982482214,13.368928761334091
46.0,sphere.stl,67694.60229030109,974.5479736328125,274.64211000797786,1.781334413453385,7668.737899634502,13.280785647732776
46.25,sphere.stl,67629.8294204423,977.77099609375,274.160350770646,1.9270369493268849,7664.341283763145,13.36101542314155
46.5,sphere.stl,67565.14678995457,977.7160034179688,273.70063897160793,1.838847196152432,7660.0567411699385,13.55603147957202
46.75,sphere.stl,67500.49402506824,975.1699829101562,273.3072716601987,1.5734692456371757,7656.234562323545,14.027332452115227
47.0,sphere.stl,67435.81687597322,969.9229736328125,273.0005963295134,1.2267013227409074,7652.703715188786,13.015887773984591
47.25,sphere.stl,67371.11551000754,965.6229858398438,272.7477765762536,1.0112790130393199,7649.2223429363985,12.391901123932879
47.5,sphere.stl,67306.40741875503,963.6129760742188,272.50442676023215,0.9733992640861291,7645.720376270507,13.275310698986745
47.75,sphere.stl,67241.69653369662,964.343017578125,272.23449362917904,1.0797325242124989,7642.173401231246,13.243870453069677
48.0,sphere.stl,67176.96106702335,968.18798828125,271.9065337654792,1.3118394547992083,7638.476894960731,13.922423064278398
48.25,sphere.stl,67112.14248133883,974.8820190429688,271.49687883375736,1.63861972688739,7634.390911136485,14.315771724314915
48.5,sphere.stl,67047.1725982855,980.77001953125,271.028438821181,1.8737600503056009,7629.868606494091,14.167869827556327
48.75,sphere.stl,66982.09721251781,981.197998046875,270.59465723492633,1.7351263450186063,7625.609461282632,14.039818275036131
49.0,sphere.stl,66917.08172068215,976.010009765625,270.2929589644093,1.2067930820680561,7621.913665812922,12.967554405016683
49.25,sphere.stl,66852.11124847936,965.875,270.14766436611046,0.5811783931951123,7618.1658182926785,10.30211704493876
49.5,sphere.stl,66787.0859320996,955.0880126953125,270.09867855291054,0.19594325279972818,7614.195044013578,7.4798628948856685
49.75,sphere.stl,66721.99687202128,943.0819702148438,270.0865135793155,0.04865989438035436,7610.074132395363,3.3566231845962315
50.0,sphere.stl,66656.86529911586,934.0260009765625,270.08602976603794,0.0019352531102762298,7605.861065218595,0.25515812612606675
50.25,sphere.stl,66591.71089055359,926.1229858398438,270.0857149236248,0.0012593696523850839,7601.5889239987,0.2736685841870265
50.5,sphere.stl,66526.54610140351,918.9630126953125,270.08557841098263,0.0005460505688593029,7597.277609823138,0.1794790402945407
50.75,sphere.stl,66461.3792358744,912.3679809570312,270.08553467795116,0.0001749321259365891,7592.943574782867,0.1036383248505019
51.0,sphere.stl,66396.21877264092,906.2479858398438,270.08553467795116,0.0,7588.607402038236,0.0
51.25,sphere.stl,66331.07760247127,903.7479858398438,270.08553467795116,0.0,7584.29822438917,0.0
51.5,sphere.stl,66265.97506965153,905.7780151367188,270.08553467795116,0.0,7580.052299519488,0.0
51.75,sphere.stl,66200.93265711037,913.6710205078125,270.07090364015687,0.058524151177190085,7575.900458988629,12.322584580746378
52.0,sphere.stl,66135.96109815397,921.9429931640625,270.02016739920344,0.20294496381381158,7571.843322644513,13.824377277668955
52.25,sphere.stl,66071.03991338002,929.8759765625,269.9062576718693,0.4556389093363967,7567.796509440518,14.556748823251814
52.5,sphere.stl,66006.10149179412,936.0479736328125,269.7154815265827,0.7631045811466136,7563.528340349085,14.678503559712974
52.75,sphere.stl,65941.07469692705,941.1320190429688,269.44404507057425,1.0857458240338076,7558.816046143879,14.814245243631447
53.0,sphere.stl,65876.01314829837,944.1220092773438,269.14986239716245,1.1767306936472044,7554.015483707846,14.51495935344963
53.25,sphere.stl,65811.09027612279,939.4359741210938,268.91952342943955,0.9213558708916937,7549.695174072733,13.364244994261602
53.5,sphere.stl,65746.27978404376,930.5419921875,268.8120307635181,0.4299706636856113,7545.493503680192,9.885958782612633
53.75,sphere.stl,65681.42881186766,917.302001953125,268.7988602916724,0.05268188738307504,7541.043480256139,5.25171480786759
54.0,sphere.stl,65616.51426431163,908.541015625,268.798845094309,6.078945354002313e-05,7536.371284075768,0.05688184011286502
54.25,sphere.stl,65551.57077246334,901.291015625,268.798845094309,0.0,7531.562104698129,0.0
54.5,sphere.stl,65486.62575439048,894.9140014648438,268.798845094309,0.0,7526.672444099783,0.0
54.75,sphere.stl,65421.69446143446,893.3410034179688,268.798845094309,0.0,7521.738318110303,0.0
55.0,sphere.stl,65356.78865198418,896.072021484375,268.798845094309,0.0,7516.790882486756,0.0
55.25,sphere.stl,65291.923081045425,901.489990234375,268.798845094309,0.0,7511.869115652674,0.0
55.5,sphere.stl,65227.11690858363,909.2420043945312,268.79732454722625,0.00608218833086789,7507.022072794735,9.582401888225284
55.75,sphere.stl,65162.38407166038,917.7349853515625,268.7895782730033,0.030985096891653942,7502.2929937092285,12.105164495420349
56.0,sphere.stl,65097.71585824021,924.781982421875,268.7587909027194,0.12314948113570845,7497.685314644524,14.465960629537769
56.25,sphere.stl,65033.077667158934,930.8909912109375,268.70188450701613,0.22762558281301304,7493.130619328563,14.879672813244705
56.5,sphere.stl,64968.432480965224,933.541015625,268.61258646661884,0.3571921615892024,7488.476615949325,15.652873624433708
56.75,sphere.stl,64903.79412508224,939.198974609375,268.44077869104024,0.6872311023143289,7483.557025802882,15.437020245012599
57.0,sphere.stl,64839.25597106037,941.0239868164062,268.1682209957438,1.0902307811856102,7478.399993319554,15.42203173191595
57.25,sphere.stl,64774.912870447646,939.322998046875,267.88346786084423,1.1390125395982806,7473.315911244488,15.22373492719154
57.5,sphere.stl,64710.72536922473,932.4310302734375,267.65109373443477,0.9294965056381083,7468.491256061305,14.50379721210117
57.75,sphere.stl,64646.56847020777,924.2050170898438,267.5121108003625,0.555931736288949,7463.74544952677,12.798155361361953
58.0,sphere.stl,64582.39985485323,914.8740234375,267.4709733093779,0.1645499639385258,7458.86392157761,10.755823435742018
58.25,sphere.stl,64518.26294962996,908.780029296875,267.46397217546246,0.028004535661197198,7453.795491928375,7.549428764024206
58.5,sphere.stl,64454.202630140455,905.7869873046875,267.46397217546246,0.0,7448.577091513217,0.0
58.75,sphere.stl,64390.23577446013,905.5130004882812,267.46397217546246,0.0,7443.258856778107,0.0
59.0,sphere.stl,64326.3585421151,908.4639892578125,267.4624124099431,0.006239062077884575,7437.885544051884,9.621365996845663
59.25,sphere.stl,64262.55482579218,913.6209716796875,267.45786076203393,0.018206591636532553,7432.496845147915,10.947013974262147
59.5,sphere.stl,64198.79882872897,918.0020141601562,267.44335524785254,0.05802205672549059,7427.129214400192,12.917563571391586
59.75,sphere.stl,64135.055178612376,919.7329711914062,267.4155435027244,0.11124698051262166,7421.813448459738,14.425711574798791
60.0,sphere.stl,64071.28255964466,922.9639892578125,267.3615164322241,0.21610828200122292,7416.567138845155,14.617433850450515
60.25,sphere.stl,64007.445871234886,926.77001953125,267.27987729510323,0.32655654848358706,7411.384514613246,15.703433749891554
60.5,sphere.stl,63943.53614140815,930.4849853515625,267.1468288740273,0.532193684303518,7406.224944076225,15.819151300972646
60.75,sphere.stl,63879.58629158059,933.1810302734375,266.93398641417366,0.8513698394146676,7401.011598733369,16.50900333404209
61.0,sphere.stl,63815.66138781084,935.7849731445312,266.6523204186613,1.1266639820493352,7395.665996931156,16.485534853379182
61.25,sphere.stl,63751.810278738645,937.9619750976562,266.3393625421781,1.2518315059328429,7390.182399233661,16.593044638816323
61.5,sphere.stl,63688.00621112709,939.072998046875,266.02349579844247,1.2634669749423908,7384.666553091912,16.399800989480838
61.75,sphere.stl,63624.159237622385,939.1929931640625,265.7147573226529,1.2349539031585113,7379.232213541296,15.986651172020444
62.0,sphere.stl,63560.218129649955,937.8729858398438,265.4421478149124,1.0904380309619877,7373.864598185021,15.237523777788372
62.25,sphere.stl,63496.221397170775,935.968994140625,265.21859290269845,0.8942196488557841,7368.466501804388,14.639106190616758
62.5,sphere.stl,63432.23580193446,934.3569946289062,265.0322212548333,0.7454865914608576,7362.975183652684,14.009607019123816
62.75,sphere.stl,63368.29184070161,934.0260009765625,264.8660934068852,0.664511391792014,7357.389548061398,14.077024548581761
63.0,sphere.stl,63304.37610943811,933.844970703125,264.70198812559767,0.656421125150231,7351.742020502082,14.217653841251598
63.25,sphere.stl,63240.45116228724,935.7869873046875,264.5278698656324,0.696473039861186,7346.072073214838,14.639703792163186
63.5,sphere.stl,63176.47592748286,938.3060302734375,264.31931500710385,0.8342194341141955,7340.410606760087,15.245817278238889
