Time,Iter,Assembly_ID,Obj_name,Density,Mass,Max_stress,Yield_stress,Parent_id
73.2,244,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
73.5,245,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
73.8,246,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
74.1,247,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
74.4,248,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
74.7,249,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
75.0,250,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
75.3,251,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
75.6,252,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
75.9,253,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
76.2,254,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
76.5,255,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
76.8,256,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
77.1,257,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
77.4,258,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
77.7,259,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
78.0,260,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
78.3,261,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
78.6,262,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
78.9,263,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
79.2,264,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
79.5,265,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
79.8,266,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
80.1,267,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
80.4,268,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
80.7,269,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
81.0,270,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
81.3,271,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
81.6,272,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
81.9,273,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
82.2,274,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
82.5,275,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
82.8,276,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
83.1,277,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
83.4,278,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
83.7,279,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
84.0,280,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
84.3,281,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
84.6,282,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
84.9,283,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
85.2,284,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
85.5,285,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
85.8,286,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
86.1,287,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
86.4,288,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
86.7,289,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
87.0,290,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
87.3,291,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
87.6,292,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
87.9,293,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
88.2,294,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
88.5,295,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
88.8,296,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
89.1,297,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
89.4,298,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
89.7,299,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
